Author_ID	ISBN
7105	0060185716
16233	0060186860
13781	0060186941
3178	006018700X
2013	0060187271
347	0060188731
24927	006018888X
21009	0060191015
16721	0060191058
9426	0060191341
9425	0060191538
8716	0060191872
733	0060191929
20896	006019197X
15573	0060191988
1686	0060192119
22960	0060192240
1670	0060192305
749	0060192631
9109	0060192704
1317	0060192895
7103	006019295X
10009	006019328X
13608	0060193328
16360	0060193387
6951	0060193395
17342	006019345X
4422	0060193689
18086	0060193700
18814	0060193751
5830	0060193883
7307	006019393X
16783	0060194146
22607	0060194170
12090	0060194790
1123	006019491X
14328	0060194995
4825	006019541X
13774	0060195460
13785	0060196300
19484	0060196572
14067	0060196661
9065	0060198125
19141	0060198133
7243	0060198184
13902	0060198303
22577	006019832X
10361	0060198508
3975	0060198524
19327	0060199105
8162	0060199296
251	0060199563
4145	0060199652
14870	006020186X
11020	0060233346
4915	0060233532
16557	0060235284
16147	0060235330
1168	0060242388
6697	0060244151
22336	0060244755
15655	0060248025
7565	0060256257
12880	0060256656
2455	0060256664
1071	0060256672
18188	0060256680
15654	0060256737
18189	0060256745
12883	0060259078
6631	0060269928
24516	0060274069
7848	0060275103
17966	0060275855
24244	0060277475
16707	0060277491
19557	0060278226
6135	0060278234
6134	0060278250
17106	0060281766
22605	0060282320
3736	0060283122
19555	0060284773
20906	006028644X
19479	0060286881
16899	0060287365
22746	006028739X
1728	0060287802
16592	0060290307
16849	0060293152
17872	0060294655
16857	0060294698
12382	0060294884
3658	0060298774
7078	0060391022
4330	0060391448
5617	0060391502
4327	0060391537
10266	0060391626
13636	0060391634
5615	006039241X
10725	0060392436
2727	0060392452
2671	0060392703
16923	0060392827
19287	0060393149
14842	0060393408
10300	0060393823
11167	006039384X
18718	0060394366
1895	0060394447
14031	0060406046
9238	0060501170
3243	0060502258
21591	0060502304
2654	0060502312
14942	0060502320
18616	0060503467
10939	0060503475
23335	006050353X
4353	0060504072
3411	0060504080
5652	0060504110
9130	0060504137
5133	0060505249
3985	0060505265
1770	0060505273
4396	0060505559
8922	0060505885
13857	0060506512
2130	0060506679
13853	006050675X
15754	0060506989
12634	0060507233
3088	0060507403
20049	0060507772
5996	0060507845
11056	0060508876
9997	0060509171
10883	006050918X
16553	0060509392
19260	0060509406
13307	0060510323
10051	0060511508
2023	0060512806
10223	0060512822
16716	0060513888
23318	0060514051
18608	006051406X
20182	0060514698
20670	0060514930
1723	0060514949
3533	0060516283
20377	0060517212
3596	0060517611
12790	006051762X
4634	0060517794
14604	0060518049
4075	0060520221
17863	0060520507
6327	0060520515
9104	0060520612
18888	0060520825
13713	0060521902
7782	0060522259
14128	0060523492
19879	0060524936
8875	0060525010
21058	006052510X
8365	0060525460
14113	0060526769
10659	0060527412
252	006052779X
8859	0060528125
12209	0060529148
1030	0060529709
16828	0060529733
11164	0060530421
13131	0060530804
19480	0060531061
10668	0060531231
3858	0060532149
11216	0060533072
19433	006053429X
15385	0060536705
20697	0060539836
11228	0060540591
5653	0060542799
16569	0060544260
14189	006054564X
20378	0060548215
3407	0060548533
5564	0060548827
5129	0060549270
5807	0060555513
5813	0060555653
8299	006055584X
4454	0060555882
12781	0060557257
12185	0060557540
20735	0060558121
634	0060558865
19263	0060560754
21902	0060560789
7128	006056198X
253	0060563079
19320	0060565519
8576	006056668X
20937	0060569662
21896	0060571454
11227	0060574216
633	0060575808
11989	0060577479
5124	0060580208
12793	0060582308
7794	0060586125
14119	0060589272
17188	0060591706
9645	0060594330
6145	0060595094
19270	0060595620
19273	0060595833
14524	0060596325
3554	0060617225
16978	0060617519
489	0060621257
17160	0060631317
22368	0060639059
16437	006064205X
12929	0060645873
21585	006064589X
20862	0060652861
10374	0060652926
9284	0060652934
16423	0060653035
23697	0060669667
20170	0060675187
21888	0060675233
6961	0060675357
5376	0060688246
4922	0060697024
4881	0060723890
15333	0060730552
10836	006073941X
10834	0060739444
10832	0060739487
10833	0060739495
12552	0060740450
7121	0060745908
4335	0060801115
154	0060801263
4797	0060802162
421	0060804157
23910	0060804955
12853	0060805188
22561	0060805420
24003	0060805463
8949	0060805943
9470	0060806389
8943	0060806419
23944	006080694X
23802	006080713X
24120	0060807393
4138	0060808241
254	0060809027
13556	0060809078
23962	0060809469
4003	0060809833
21424	006080985X
18401	0060812451
16456	0060812494
18411	0060812508
16395	0060830476
16321	0060830719
21527	0060900075
2024	0060901012
21470	0060901918
3378	0060904453
21708	006090674X
3359	0060907215
15196	0060907894
22753	0060907967
1933	0060908548
17797	0060909005
22475	0060910496
9890	0060910690
8936	0060910992
24193	0060911980
17348	0060912227
20591	0060912529
20041	0060912596
7954	006091307X
11810	0060913312
7489	006091341X
545	0060913509
20497	0060913568
20366	0060913983
55	0060914068
2721	0060914254
18507	0060914289
18927	0060914440
1025	0060914653
11087	0060915188
490	0060915544
19699	006091565X
11073	0060915749
9492	0060915765
14799	0060915943
22478	006091601X
22847	0060916095
8779	0060916125
8907	0060916338
20523	006091646X
1345	0060916508
18517	0060916559
491	0060917016
12633	0060919760
10779	0060919833
4631	0060920076
7197	0060920335
3982	0060920432
6414	0060921145
10290	0060921161
14741	0060921714
2237	0060922532
10345	0060922583
17269	0060923202
542	0060923245
11358	0060923288
12750	006092330X
2493	0060923717
19146	006092411X
16285	0060924179
7017	0060924349
22103	0060924640
23105	0060924675
22665	0060924799
20557	0060924802
18219	0060924926
492	0060925000
18845	0060925582
10137	0060925752
12663	0060925795
5448	0060926015
22615	0060926066
10406	0060926198
17001	0060926201
4436	0060926317
17274	0060926465
20882	0060926597
22206	0060926945
9671	0060927216
803	0060927240
12477	0060927518
20573	0060927569
24861	0060927968
9097	0060928034
12980	0060928069
10848	0060928174
2249	0060928204
1075	0060928336
19157	0060928417
24243	0060929510
1540	0060929596
131	0060929790
22209	0060929804
18946	0060929855
5070	0060929871
1367	006092988X
20494	0060929952
16288	0060929979
2025	0060930071
642	0060930187
11309	0060930314
87	0060930365
14203	0060930438
1341	0060930535
14480	006093056X
656	0060930705
11916	0060930861
12922	0060930888
5159	006093090X
18249	0060931213
18161	0060931221
7085	0060931353
15560	0060931361
10918	006093140X
10400	0060931418
15332	0060931671
9050	0060931752
4564	0060931809
5073	0060931914
9108	0060931957
22581	0060932139
7220	0060932147
19064	0060932384
14651	0060932678
493	0060932759
22775	0060932902
23125	0060933151
17796	006093316X
11466	0060933186
5273	0060933577
1898	006093395X
3494	0060934239
1452	0060934417
9150	0060934425
14977	0060934700
806	0060934719
4531	0060934727
9271	0060934913
22258	0060935405
5300	0060935464
18668	0060936150
10926	0060936231
2147	0060936363
16542	0060936800
3465	0060937114
20323	0060937556
15887	0060937645
6562	0060937688
20496	0060937742
19867	0060937793
9064	0060937866
74	0060938412
631	0060938455
15677	0060950536
23047	0060950773
13311	0060951273
12347	0060951281
20721	006095129X
12350	0060951303
17192	0060951311
2236	0060951710
22935	0060952423
20357	0060952652
7056	0060952822
10325	0060952970
18299	0060953225
4513	0060953497
19893	0060953675
3853	0060954884
3623	0060955406
18126	0060955597
12543	0060955635
18240	0060955694
8937	0060955716
2549	0060955775
10077	0060956135
8224	0060956283
17256	0060956291
20247	0060956445
7966	0060956453
8651	0060956690
22261	0060956739
14426	0060956860
22936	0060957182
14516	0060957271
10020	0060958014
3121	0060958022
18755	0060958111
19020	0060958294
9219	0060958308
4916	0060959037
3891	0060959428
13070	0060959517
11615	0060959541
22794	0060959622
6591	0060959940
22785	0060960809
18119	0060960833
7988	0060961023
9591	0060961724
13937	0060962348
10451	0060963190
1147	0060964049
18183	0060964057
18182	0060964065
18181	0060964073
23082	006096510X
8598	0060965118
7396	0060965819
8274	0060965991
5593	0060969911
11592	0060970421
19203	0060970782
1929	0060970790
8484	0060971185
7313	006097141X
15152	0060971819
19187	0060972122
2026	0060972459
1051	0060972777
23396	0060972920
22507	0060972947
4	0060973129
3366	0060973277
13914	0060973323
8761	0060973617
397	0060973897
20102	0060974435
20101	0060974443
9274	0060974486
8561	0060974494
22040	0060974621
14474	0060974990
3710	0060975210
22908	0060975466
2028	0060975547
7702	0060975849
12502	0060976241
16939	0060976497
10224	006097673X
19098	0060976772
132	0060976845
15007	0060976977
19047	0060976993
17253	0060977191
16296	0060977205
4721	0060977337
304	0060977477
198	0060977493
2032	0060977507
18160	0060977744
2841	0060981180
17287	0060984333
6473	0060984422
22946	0060985011
3409	0060987049
241	0060987103
4726	006098726X
8345	0060987324
3498	0060987383
18199	0060987510
4164	0060987529
2947	0060987561
8918	006098824X
5368	0060988258
9521	0060988649
13772	0060989238
5147	0060989270
3495	006099486X
15532	0060997001
15531	0060997028
7013	0061000035
3552	0061000043
6757	0061000078
14727	0061000116
9631	0061000124
1878	0061000175
10690	0061000205
494	0061000280
6995	0061000299
13966	0061001023
5098	0061002860
22729	0061003425
16314	0061003638
22285	0061003689
22284	0061003786
13765	0061003964
4689	0061006629
22867	0061007072
3211	0061007129
17840	0061007153
19874	0061007358
1718	0061008028
11584	0061008079
13308	0061008095
2832	0061008427
6155	0061008761
641	0061009059
7231	0061009482
6059	0061009504
18484	0061009881
7573	006101009X
4886	0061010707
4057	006101091X
17142	0061010995
23275	0061011843
22882	0061011886
2184	0061012149
11751	0061012165
2168	0061012289
1507	006101253X
6575	0061013315
3479	0061013439
398	006101351X
6703	0061013579
11222	0061013714
6236	0061013722
14302	0061014591
17823	0061014788
11268	0061015075
2370	0061015725
15628	0061020419
15627	0061020427
13861	0061020575
249	006102063X
20166	0061020648
14249	0061020672
24977	0061020680
14890	0061020699
7505	0061020702
3265	0061020710
15308	0061030015
18779	006103004X
155	0061030147
11610	006103018X
6434	0061030430
20085	0061030597
3791	0061030635
16001	0061030643
1432	0061030651
13650	006103066X
21039	0061030848
1939	0061030953
8717	0061030996
6213	0061031070
8088	0061031089
6594	0061031127
14740	0061031151
9759	0061031321
6195	0061031410
4720	0061031429
21862	0061031534
7109	0061031542
9666	0061031550
1952	0061031569
3435	0061031755
14137	006103181X
5877	0061031844
10647	0061031992
6363	0061032042
1831	0061032077
2643	0061032093
19334	0061032212
14154	0061032425
11214	0061032476
5038	0061040185
7468	006104055X
255	0061040967
4052	0061042005
17485	0061042331
21393	0061042935
652	0061042943
11418	006104296X
19745	0061043494
4847	0061043508
19700	006104363X
23732	0061043850
18526	0061044393
20656	0061044407
10916	0061044431
12210	006104444X
7450	0061044490
11130	0061044636
256	0061050474
10915	0061050946
2842	0061051098
22290	0061052043
12660	0061052280
7840	0061052493
257	0061052515
258	0061052523
18692	0061052582
24432	0061052663
11148	0061053473
21741	0061053716
20009	0061054003
6870	0061054143
24700	0061054151
24189	0061054240
2540	0061054267
24278	0061054275
17270	0061054437
13848	0061054658
24281	0061054747
16293	0061054887
9765	0061054895
20171	0061056014
1560	0061056103
11514	0061056154
7521	0061056219
9524	0061056278
9526	0061056286
15630	0061056294
13737	0061056383
11854	0061056448
1920	006105660X
2706	0061056774
1778	0061056871
9622	006105691X
16226	0061056987
17697	0061057525
7508	0061057649
5058	0061057797
4273	0061057819
18578	0061057878
10922	0061057894
10914	0061057908
2499	0061057983
8730	0061059048
13673	0061059056
4294	0061059137
7369	0061059323
21926	0061059471
15629	0061059773
7558	0061059838
24562	0061059846
22129	0061059900
8758	0061061433
20472	0061061441
21336	0061061468
21391	0061061573
12011	0061061778
20470	0061062081
12901	0061062472
17645	0061064173
957	0061064505
12319	0061064866
5697	006106498X
13682	0061066079
24532	006106632X
3072	0061066591
20473	006106727X
9449	0061067318
21335	0061067563
20471	0061067865
1908	0061073091
23080	006107361X
6386	0061073628
25	0061076031
682	0061080519
23948	0061080535
18036	0061080969
17123	0061081116
22181	0061081558
15400	0061082945
20630	0061083259
15449	0061083275
17417	0061083402
17599	0061083577
10689	0061084476
14592	006108459X
6428	0061084719
9140	0061084751
14345	0061087130
16888	006109028X
23859	0061090417
10772	0061090565
8308	0061090808
9072	0061091464
8714	0061091561
3794	006109157X
24853	006109174X
14367	0061091790
8185	0061091847
4009	0061091871
17207	0061091944
18728	0061092002
4475	0061092029
11972	0061092037
2170	0061092088
21802	0061092177
9758	0061092193
4530	0061092355
7574	0061092533
15126	0061092606
22640	0061092614
14897	0061092819
21035	006109286X
18641	0061093084
1488	0061093092
1749	0061093106
9742	0061093335
17467	0061093343
8307	0061093491
20000	0061093653
16662	0061093890
6795	0061093920
8026	006109398X
10309	0061093998
11623	0061094226
8304	0061094234
8973	0061094404
15063	0061094560
14586	0061094595
7562	0061094609
18002	0061094781
5086	0061095540
7959	0061095869
1439	006109594X
15412	0061096024
627	0061096091
18046	0061096105
12748	0061096113
17592	0061096156
18392	0061096164
5640	0061096253
9029	0061096644
16448	0061096962
12325	0061097101
10447	0061097152
15791	0061097195
4837	0061097268
22021	0061097306
3398	0061097314
18443	0061097489
22019	0061097624
1880	0061097659
18078	0061097667
19426	0061097748
14609	0061097829
11467	0061097853
9228	0061097861
8167	0061097942
2925	0061098019
5750	0061098035
19832	0061098132
7439	0061098280
15881	0061098353
1487	0061098361
17860	006109868X
5572	0061098736
13016	0061098760
1517	0061098795
18642	0061099015
17968	0061099058
11516	0061099082
13381	0061099155
16100	006109918X
22904	006109921X
133	0061099325
14608	0061099368
22238	0061099481
7648	0061099570
15858	0061099643
45	0061099686
2967	0061099694
9535	0061099708
13343	0061099732
8306	0061099805
19748	0061099813
18551	0061319481
24069	0061320684
6902	0062500260
2448	0062500287
1659	0062502174
1789	0062502182
20248	0062502239
10705	0062502514
14320	0062502891
19881	0062502972
8568	0062504096
21550	0062505157
16333	0062505319
14825	0062505378
8352	0062505521
3980	0062506080
673	0062507249
2411	0062507567
19014	0062507583
5221	0062508156
13267	0062508326
10011	0062508342
2440	0062508482
19493	0062509586
2446	0062509594
14440	0062510533
12585	0062511173
2240	006251119X
12614	006251184X
18837	0062512234
4459	0062512668
15570	006251279X
22107	0062513095
2450	0062513346
15569	0062513982
14445	0062514083
8686	0062514377
3884	0062515802
12005	0062515845
11667	0062516086
9994	0062516930
9112	0062516981
16756	0062517317
15899	0062517791
15900	0062517821
687	0062517856
24200	006254506X
22878	0062548662
12938	0062548689
12631	0062552767
16280	0062554735
13655	0062585215
23405	0062700162
23509	0062700782
20502	0062701649
23404	0062701908
14226	0062702475
17798	0062731009
17799	0062731025
11982	006273248X
10487	0062732749
21451	0062732765
18248	0062734547
20817	0062734725
9505	0062735233
4510	0062736302
16912	0062740067
15163	0062740083
345	0062770500
10972	0064400018
15080	0064400026
21071	0064400034
23684	0064400042
23683	0064400050
23682	0064400069
23681	0064400077
23680	0064400085
12184	0064400204
18019	006440031X
20076	0064400468
19533	0064400484
3744	0064400557
9966	0064400565
3187	0064400581
23678	0064400808
23679	0064400816
9965	0064400859
23519	0064400964
23518	0064400972
12415	0064400980
12416	0064400999
12414	0064401103
16244	0064401324
1052	0064401472
8746	0064401502
20004	0064401510
11032	006440160X
14253	006440174X
22410	0064401758
4614	0064401774
15171	0064401847
19671	0064401863
22465	0064401871
18253	0064402053
18319	0064402371
17060	0064402509
13530	0064402754
15190	0064402967
11445	0064403149
18265	0064403319
4594	0064403645
12594	0064403688
9039	0064404773
24544	0064404781
24730	0064404994
24728	0064405001
24729	006440501X
24727	0064405028
24725	0064405036
24726	0064405044
870	0064405052
10970	0064405109
1776	0064405176
10971	0064405486
24218	0064405737
24550	0064405745
24513	0064405753
24510	0064405788
8332	0064405842
8084	0064405877
11853	0064406113
11889	006440630X
16629	0064406326
11391	0064406423
12746	0064406601
16628	0064406822
17100	0064406865
9672	0064406962
3822	0064407055
4096	0064407314
16764	0064407446
22934	0064407470
771	0064407667
4522	0064407675
13588	0064407691
20712	0064407713
3247	0064407721
16522	0064408086
1885	0064408329
23211	006440840X
12417	0064408582
4232	0064408639
16108	0064408655
16134	0064408663
23612	0064409422
2306	0064409430
869	0064409457
2983	0064410129
6087	0064410137
1613	0064410358
19903	0064410722
8052	006441082X
6872	0064420485
23561	0064430170
9724	0064430227
18398	0064430677
18918	0064431290
19984	0064431789
16167	0064440168
7805	0064440192
7504	0064440257
17069	0064440591
19534	0064441075
21087	0064441555
7804	0064442055
16970	0064460932
24565	0064461629
19547	0064462080
17053	006446735X
5265	0064470059
313	0064470113
24301	0064470148
11035	0064470229
17121	0064470679
9418	0064471047
23613	0064471055
23611	0064471063
23614	0064471071
12387	006447108X
16261	0064471098
6136	0064471837
20720	0064471861
16897	006447187X
259	0064472264
7359	0064472272
13273	0064472531
5440	0064472574
6586	0064472612
970	0064472779
12595	0064472795
1615	0064472930
16934	0064473023
17212	0064473139
4161	006447335X
20583	0064473511
6154	0064473627
23726	0064610446
20229	0064640353
6465	006464801X
17281	0066209463
11682	0066209773
1725	0066210151
16918	006621016X
18492	0066210690
17689	0066210844
3991	0066211085
14840	0066211220
18746	0066211239
22517	0066211484
1128	0066211611
18412	0066211662
22748	0066211697
11869	0066212448
18713	0066212545
5744	0066212693
18621	0066212901
19353	0066212995
16676	0066213339
4793	0066214122
10015	0066214424
18739	0066214440
5047	0066214688
16866	0066236568
14980	0066238501
6887	0066620732
4177	0066620996
11991	0066621054
10331	0067575986
6886	0068596022
4806	0070037485
5453	0070064261
18795	0070064512
7269	0070064547
9197	0070064601
17881	0070145121
17882	007014530X
9380	0070212147
1485	0070212570
23099	0070371628
2206	0070419361
23294	0070439915
23712	0070479321
10571	0070504253
8262	0070506728
13597	0070540403
18464	0070590826
23529	0070615373
4853	0071349294
4511	0071352430
15488	0071360166
16308	0071360638
7379	0071364498
15895	0071383832
16332	0071387218
15902	0071407944
4433	0071408398
15894	0071414975
89	0071416331
6579	007212170X
8354	007212248X
21598	0072129409
15782	0072131780
3200	0072430958
1860	0072453907
4480	0072521309
6413	0072546409
23369	0072822805
22444	0075536226
24400	0091059801
15334	009179319X
4758	0091816874
15279	0091832861
14160	0091833345
7855	0091834171
7513	0091841844
1709	0091850401
2054	0091880955
10182	0091882087
14417	0091882109
21459	0094660409
7290	0094717907
17084	0099133717
11604	0099142309
17890	0099143712
2213	0099244926
4196	0099245027
12315	0099272687
8706	0099274167
11054	0099282194
17721	0099286572
6556	0099287927
8423	009938860X
7749	0099428644
2216	009945520X
12463	0099478110
4873	0099521016
10755	0099623404
11850	0099740516
5252	0099759713
13176	0099769913
1232	0099771519
12468	0099825201
5363	0099993805
978	0130139165
21601	0130173231
1858	0130179620
1862	0130219193
2262	0130289221
5727	013029442X
16985	013029604X
1861	0130305065
13229	0130314803
14019	0130421499
5887	0130484717
15559	0130647608
3877	0130743038
13895	0130816795
21599	0130843709
18935	0130866172
2267	0130891347
15554	0130957011
7942	013116757X
2018	0131554255
12874	0131654233
15934	0131953621
9177	0132267055
14274	0133140547
15916	0133143023
16910	0133349705
2452	0133502813
4521	0134843460
22531	0135085322
12587	0135113385
11546	0135605415
22403	0135814219
9243	0136155596
12877	0136362346
2941	0136714897
12876	0137089171
14122	0137791577
13481	0138094764
13446	0138153094
7932	0138199051
5076	0138700982
23390	0138876541
5094	0139483993
15919	0139634479
23297	0139705821
8722	0140001409
13290	0140003185
1868	0140004424
17341	0140006095
14180	0140008950
4750	0140009930
6606	0140010211
13261	0140011307
12859	0140011528
10245	0140011706
19182	0140011722
17199	0140011749
20281	0140012664
6630	0140014845
1711	0140016821
15162	0140017151
13296	0140017917
3473	0140018328
20192	0140020845
694	0140021566
2579	0140022651
17704	0140023747
12694	0140024018
7946	014002476X
6323	0140026177
13459	0140028668
693	0140029400
5359	0140029613
19176	0140030395
11255	0140031189
11900	0140034919
17703	0140035206
18661	014003613X
22670	0140036636
6820	0140040021
19166	0140040188
4035	0140041079
9895	0140041796
1092	0140042393
8507	0140042407
1143	0140042520
14828	0140042598
12778	0140043128
4962	0140043136
18734	0140043519
3996	014004387X
14729	0140043888
16457	0140044507
19196	0140046860
22886	0140046941
5934	0140048162
21938	014004891X
13363	0140048944
12699	0140048987
5091	0140049975
12955	0140050000
3420	0140051317
4752	0140051627
16373	014005264X
12577	0140052801
21647	0140053166
24833	0140053204
14184	0140054316
16414	0140055312
18315	0140055770
22425	0140057935
20717	014005829X
10244	0140059032
17358	0140059245
21985	0140059776
7512	0140060324
7194	0140060898
5149	0140061401
4033	0140062599
23078	0140062785
19743	0140063315
6287	0140063331
5720	0140063838
17353	0140064702
22326	0140064826
19084	0140064834
2699	0140065008
981	0140065172
9245	0140065407
6522	0140065504
13915	0140065598
3709	014006690X
75	0140067477
7955	0140067779
7611	0140067841
7578	0140068767
22404	0140068929
5792	0140069135
11115	0140069453
24105	0140069704
1090	0140070206
6197	0140071083
24310	0140071229
19236	0140071814
12240	014007385X
13807	0140074317
9906	0140074511
8903	0140075623
9639	0140075968
22431	014007600X
1067	0140077022
22805	0140077715
5196	0140077812
18598	0140081518
11683	0140082255
14279	0140082565
18417	0140083049
20354	0140086412
19895	0140088121
17354	0140088393
10442	0140089225
3256	0140089365
7927	0140089373
1618	0140089586
8148	0140092323
15342	0140092501
5992	0140092838
20238	0140092846
18597	0140092862
10052	0140093060
22429	0140093281
22645	0140093451
16218	0140094385
23034	0140094601
3609	0140094903
17352	0140096922
12478	0140096949
14163	0140097058
19158	0140097112
24383	0140097309
4540	0140099182
18663	0140099271
1258	0140099832
6727	0140100032
17355	014010304X
12331	0140104321
15316	0140104569
399	0140104682
20484	0140104771
11204	0140106391
21007	0140106464
744	0140107649
17114	0140108599
5939	014010870X
23190	0140108718
14244	0140109269
18969	0140109595
6869	0140111891
13887	0140112847
5912	014011341X
7571	0140113428
7242	0140115773
14246	0140116168
10889	0140118047
12891	0140118470
4557	014011906X
18595	0140119507
22495	0140119698
19160	0140119795
3402	0140119906
16300	0140120491
19031	0140122060
6443	014012389X
3445	0140124373
10884	0140124381
3128	0140124497
15516	0140125086
9399	0140126422
11812	0140126562
12951	0140127739
15098	0140128107
24108	0140130209
23299	0140131558
3882	0140131566
19119	0140131604
8986	0140131612
13087	0140132155
4346	0140132708
19033	0140133488
12324	0140133496
15536	0140135154
9927	0140135375
15566	0140137793
14170	0140137815
17700	0140139125
10934	0140139400
22132	0140139419
15524	0140140328
